region,country,type_group,n_objects,share_within_region
Europe,Germany,Ceramics-Pottery,5,6.90274038793401e-05
Europe,Germany,Chess Sets,1,1.380548077586802e-05
Europe,Germany,Chordophone,2,2.761096155173604e-05
Europe,Germany,Chordophone and Aerophone-struck piano/ free reed keyboard|Paintings,1,1.380548077586802e-05
Europe,Germany,Chordophone-Accessories,3,4.141644232760406e-05
Europe,Germany,Chordophone-Accessories-bow,8,0.00011044384620694416
Europe,Germany,Chordophone-Bowed,3,4.141644232760406e-05
Europe,Germany,Chordophone-Bowed keyboard,1,1.380548077586802e-05
Europe,Germany,Chordophone-Harp,4,5.522192310347208e-05
Europe,Germany,Chordophone-Lute-bowed,1,1.380548077586802e-05
Europe,Germany,Chordophone-Lute-bowed-fretted,5,6.90274038793401e-05
Europe,Germany,Chordophone-Lute-bowed-unfretted,25,0.00034513701939670047
Europe,Germany,Chordophone-Lute-plucked,1,1.380548077586802e-05
Europe,Germany,Chordophone-Lute-plucked-fretted,8,0.00011044384620694416
Europe,Germany,Chordophone-Zither,2,2.761096155173604e-05
Europe,Germany,Chordophone-Zither-bowed,3,4.141644232760406e-05
Europe,Germany,Chordophone-Zither-plucked,8,0.00011044384620694416
Europe,Germany,Chordophone-Zither-plucked-virginal,2,2.761096155173604e-05
Europe,Germany,Chordophone-Zither-struck-clavichord,5,6.90274038793401e-05
Europe,Germany,Chordophone-Zither-struck-piano,13,0.00017947125008628426
Europe,Germany,Decorative Art,14,0.00019327673086215228
Europe,Germany,Drawings,2205,0.030441085110788982
Europe,Germany,Embroidery,6,8.283288465520812e-05
Europe,Germany,Enamel,15,0.0002070822116380203
Europe,Germany,Enamels,3,4.141644232760406e-05
Europe,Germany,Enamels-Basse taille,1,1.380548077586802e-05
Europe,Germany,Enamels-Champlevé,31,0.00042796990405190863
Europe,Germany,Enamels-Champlevé & Cloisonné,2,2.761096155173604e-05
Europe,Germany,Enamels-Translucent,1,1.380548077586802e-05
Europe,Germany,Furniture and woodwork,101,0.00139435355836267
Europe,Germany,Garment,9,0.0001242493269828122
Europe,Germany,Glass,57,0.0007869124042244771
Europe,Germany,Glass-Beads,14,0.00019327673086215228
Europe,Germany,Glass-Painted,3,4.141644232760406e-05
Europe,Germany,Glass-Stained,55,0.0007593014426727411
Europe,Germany,Glass-Vessels,10,0.0001380548077586802
Europe,Germany,Horn|Metalwork-Silver,1,1.380548077586802e-05
Europe,Germany,Idiophone-Friction,2,2.761096155173604e-05
Europe,Germany,Idiophone-Plucked / Depressed,4,5.522192310347208e-05
Europe,Germany,Idiophone-Shaken-jingle,1,1.380548077586802e-05
Europe,Germany,Idiophone-Struck-bell,16,0.0002208876924138883
Europe,Germany,Idiophone-Struck-bell-clapper,8,0.00011044384620694416
Europe,Germany,Idiophone-Struck-bell-without clapper,2,2.761096155173604e-05
Europe,Germany,Ivories,15,0.0002070822116380203
Europe,Germany,Ivories-Bone,1,1.380548077586802e-05
Europe,Germany,Ivories-Elephant,4,5.522192310347208e-05
Europe,Germany,Ivories-Walrus,6,8.283288465520812e-05
Europe,Germany,Ivory,15,0.0002070822116380203
Europe,Germany,Jewelry,15,0.0002070822116380203
Europe,Germany,Leatherwork,1,1.380548077586802e-05
Europe,Germany,Manuscript,30,0.0004141644232760406
Europe,Germany,Manuscripts and Illuminations,67,0.0009249672119831573
Europe,Germany,Membranophone-double-headed / cylindrical drum,1,1.380548077586802e-05
Europe,Germany,Membranophone-single-headed / kettle drum,4,5.522192310347208e-05
Europe,Germany,Metalwork,45,0.0006212466349140609
Europe,Germany,Metalwork-Brass,5,6.90274038793401e-05
Europe,Germany,Metalwork-Bronze,8,0.00011044384620694416
Europe,Germany,Metalwork-Copper,9,0.0001242493269828122
Europe,Germany,Metalwork-Copper alloy,102,0.001408159039138538
Europe,Germany,Metalwork-Electrum,1,1.380548077586802e-05
Europe,Germany,Metalwork-Gold,3,4.141644232760406e-05
Europe,Germany,Metalwork-Gold and Platinum,1,1.380548077586802e-05
Europe,Germany,Metalwork-Iron,11,0.00015186028853454822
Europe,Germany,Metalwork-Pewter,1,1.380548077586802e-05
Europe,Germany,Metalwork-Silver,41,0.0005660247118105888
Europe,Germany,Miscellaneous,35,0.0004831918271553807
Europe,Germany,Miscellaneous-Bone,2,2.761096155173604e-05
Europe,Germany,Miscellaneous-Shell,3,4.141644232760406e-05
Europe,Germany,Miscellaneous-Stone,4,5.522192310347208e-05
Europe,Germany,Mixed Media,2,2.761096155173604e-05
Europe,Germany,Painting,137,0.0018913508662939187
Europe,Germany,Paintings-Panels,5,6.90274038793401e-05
Europe,Germany,Photographs,357,0.004928556636984883
Europe,Germany,Portfolio,737,0.010174639331814731
Europe,Germany,Portrait Miniature,7,9.663836543107614e-05
Europe,Germany,Prints,6997,0.09659694898874853
Europe,Germany,Sampler,6,8.283288465520812e-05
Europe,Germany,Sculpture,363,0.005011389521640091
Europe,Germany,Sculpture-Architectural,1,1.380548077586802e-05
Europe,Germany,Sculpture-Miniature,1,1.380548077586802e-05
Europe,Germany,Sculpture-Miniature-Wood,7,9.663836543107614e-05
Europe,Germany,Sculpture-Stone,2,2.761096155173604e-05
Europe,Germany,Sculpture-Stone|Sculpture-Alabaster,1,1.380548077586802e-05
Europe,Germany,Sculpture-Wood,44,0.0006074411541381929
Europe,Germany,Silver,11,0.00015186028853454822
Europe,Germany,Stone,1,1.380548077586802e-05
Europe,Germany,Technical Material,4,5.522192310347208e-05
Europe,Germany,Textile,20,0.0002761096155173604
Europe,Germany,Textiles-Costumes-Ecclesiastical,2,2.761096155173604e-05
Europe,Germany,Textiles-Embroidered,7,9.663836543107614e-05
Europe,Germany,Textiles-Embroidered-Ecclesiastical,1,1.380548077586802e-05
Europe,Germany,Textiles-Printed,2,2.761096155173604e-05
Europe,Germany,Textiles-Sculpture,1,1.380548077586802e-05
Europe,Germany,Textiles-Tapestries,3,4.141644232760406e-05
Europe,Germany,Textiles-Woven,8,0.00011044384620694416
Europe,Germany,Textiles-Woven-Brocade,4,5.522192310347208e-05
Europe,Germany,Time-Based Media Art,1,1.380548077586802e-05
Europe,Germany,Tool,1,1.380548077586802e-05
Europe,Germany,Volume,473,0.006529992406985573
Europe,Germany,Wood,5,6.90274038793401e-05
Europe,Germany,Woodwork-Furniture,5,6.90274038793401e-05
Europe,Italy,Accessory,1,1.380548077586802e-05
Europe,Italy,Aerophone-Blow Hole-end-blown flute (vertical),2,2.761096155173604e-05
Europe,Italy,Aerophone-Blow Hole-side-blown flute (transverse),3,4.141644232760406e-05
Europe,Italy,Aerophone-Blow Hole-vessel flute,6,8.283288465520812e-05
Europe,Italy,Aerophone-Free Reed-concertina / accordion,2,2.761096155173604e-05
Europe,Italy,Aerophone-Lip Vibrated,2,2.761096155173604e-05
Europe,Italy,Aerophone-Lip Vibrated-horn,12,0.00016566576931041624
Europe,Italy,Aerophone-Lip Vibrated-trumpet / trombone,9,0.0001242493269828122
Europe,Italy,Aerophone-Organ,1,1.380548077586802e-05
Europe,Italy,Aerophone-Reed Vibrated-bagpipe,4,5.522192310347208e-05
Europe,Italy,Aerophone-Reed Vibrated-double reed,14,0.00019327673086215228
Europe,Italy,Aerophone-Reed Vibrated-single reed cylindrical,5,6.90274038793401e-05
Europe,Italy,Aerophone-Whistle Flute-recorder,1,1.380548077586802e-05
Europe,Italy,Arms and Armor,92,0.0012701042313798577
Europe,Italy,Bone,1,1.380548077586802e-05
Europe,Italy,Bound Volume,208,0.002871540001380548
Europe,Italy,Ceramic,57,0.0007869124042244771
Europe,Italy,Ceramics,27,0.0003727479809484365
Europe,Italy,Ceramics-Pottery,2,2.761096155173604e-05
Europe,Italy,Ceramics-Tiles,1,1.380548077586802e-05
Europe,Italy,Chordophone,2,2.761096155173604e-05
Europe,Italy,Chordophone-Accessories,2,2.761096155173604e-05
Europe,Italy,Chordophone-Bowed,2,2.761096155173604e-05
Europe,Italy,Chordophone-Harp,1,1.380548077586802e-05
Europe,Italy,Chordophone-Lute,2,2.761096155173604e-05
Europe,Italy,Chordophone-Lute-bowed-fretted,2,2.761096155173604e-05
Europe,Italy,Chordophone-Lute-bowed-unfretted,15,0.0002070822116380203
Europe,Italy,Chordophone-Lute-plucked,8,0.00011044384620694416
Europe,Italy,Chordophone-Lute-plucked-fretted,36,0.0004969973079312487
Europe,Italy,Chordophone-Lute-plucked-unfretted,2,2.761096155173604e-05
Europe,Italy,Chordophone-Lyre,1,1.380548077586802e-05
Europe,Italy,Chordophone-Lyre-plucked,1,1.380548077586802e-05
Europe,Italy,Chordophone-Zither,2,2.761096155173604e-05
Europe,Italy,Chordophone-Zither-plucked,2,2.761096155173604e-05
Europe,Italy,Chordophone-Zither-plucked-harpsichord,5,6.90274038793401e-05
Europe,Italy,Chordophone-Zither-plucked-harpsichord|Paintings,4,5.522192310347208e-05
Europe,Italy,Chordophone-Zither-plucked-spinet,3,4.141644232760406e-05
Europe,Italy,Chordophone-Zither-plucked-virginal,3,4.141644232760406e-05
Europe,Italy,Chordophone-Zither-struck-dulcimer,3,4.141644232760406e-05
Europe,Italy,Chordophone-Zither-struck-piano,4,5.522192310347208e-05
Europe,Italy,Codices,1,1.380548077586802e-05
Europe,Italy,Coins,3,4.141644232760406e-05
Europe,Italy,Decorative Art,205,0.002830123559052944
Europe,Italy,Drawings,1461,0.020169807413543177
Europe,Italy,Embroidery,63,0.0008697452888796853
Europe,Italy,Enamel,16,0.0002208876924138883
Europe,Italy,Enamels-Basse taille,6,8.283288465520812e-05
Europe,Italy,Enamels-Champlevé,2,2.761096155173604e-05
Europe,Italy,Forgery,1,1.380548077586802e-05
Europe,Italy,Furniture and woodwork,46,0.0006350521156899289
Europe,Italy,Garment,15,0.0002070822116380203
Europe,Italy,Glass,25,0.00034513701939670047
Europe,Italy,Glass-Verre églomisé,3,4.141644232760406e-05
Europe,Italy,Idiophone-Concussion,2,2.761096155173604e-05
Europe,Italy,Idiophone-Shaken-rattle,2,2.761096155173604e-05
Europe,Italy,Idiophone-Struck,1,1.380548077586802e-05
Europe,Italy,Idiophone-Struck-bell,16,0.0002208876924138883
Europe,Italy,Idiophone-Struck-bell-clapper,31,0.00042796990405190863
Europe,Italy,Idiophone-Struck-bell-without clapper,4,5.522192310347208e-05
Europe,Italy,Illumination,1,1.380548077586802e-05
Europe,Italy,Installations,1,1.380548077586802e-05
Europe,Italy,Ivories,4,5.522192310347208e-05
Europe,Italy,Ivories and Bone,9,0.0001242493269828122
Europe,Italy,Ivories-Bone,1,1.380548077586802e-05
Europe,Italy,Ivories-Elephant,2,2.761096155173604e-05
Europe,Italy,Ivory,6,8.283288465520812e-05
Europe,Italy,Jewelry,40,0.0005522192310347208
Europe,Italy,Lace,663,0.009153033754400497
Europe,Italy,Leatherwork,1,1.380548077586802e-05
Europe,Italy,Manuscript,121,0.0016704631738800305
Europe,Italy,Manuscripts and Illuminations,55,0.0007593014426727411
Europe,Italy,Membranophone-double-headed / barrel drum,2,2.761096155173604e-05
Europe,Italy,Membranophone-double-headed / conical drum,1,1.380548077586802e-05
Europe,Italy,Membranophone-single-headed / barrel drum-friction,1,1.380548077586802e-05
Europe,Italy,Membranophone-single-headed / conical drum-friction,1,1.380548077586802e-05
Europe,Italy,Membranophone-single-headed / cylindrical drum-friction,1,1.380548077586802e-05
Europe,Italy,Membranophone-single-headed / kettle drum,1,1.380548077586802e-05
Europe,Italy,Metalwork,34,0.00046938634637951266
Europe,Italy,Metalwork-Bronze,3,4.141644232760406e-05
Europe,Italy,Metalwork-Copper,7,9.663836543107614e-05
Europe,Italy,Metalwork-Copper alloy,4,5.522192310347208e-05
Europe,Italy,Metalwork-Gold,9,0.0001242493269828122
Europe,Italy,Metalwork-Iron,1,1.380548077586802e-05
Europe,Italy,Metalwork-Silver,5,6.90274038793401e-05
Europe,Italy,Metalwork-Silver|Textiles-Woven,1,1.380548077586802e-05
Europe,Italy,Miscellaneous,7,9.663836543107614e-05
Europe,Italy,Musical Instrument,13,0.00017947125008628426
Europe,Italy,Night and Dressing Wear,1,1.380548077586802e-05
Europe,Italy,Painting,596,0.00822806654241734
Europe,Italy,Paintings,1,1.380548077586802e-05
Europe,Italy,Paintings-Canvas,2,2.761096155173604e-05
Europe,Italy,Paintings-Panels,2,2.761096155173604e-05
Europe,Italy,Photographs,116,0.0016014357700006902
Europe,Italy,Plate,5,6.90274038793401e-05
Europe,Italy,Portfolio,347,0.004790501829226202
Europe,Italy,Portrait Miniature,4,5.522192310347208e-05
Europe,Italy,Prints,4612,0.0636708773383033
Europe,Italy,Rock crystal,1,1.380548077586802e-05
Europe,Italy,Sampler,6,8.283288465520812e-05
Europe,Italy,Sculpture,2348,0.03241526886173811
Europe,Italy,Sculpture-Architectural,16,0.0002208876924138883
Europe,Italy,Sculpture-Architectural-Stone,1,1.380548077586802e-05
Europe,Italy,Sculpture-Ceramics|Ceramics-Reliefs,1,1.380548077586802e-05
Europe,Italy,Sculpture-Miniature-Wood,1,1.380548077586802e-05
Europe,Italy,Sculpture-Stone,20,0.0002761096155173604
Europe,Italy,Sculpture-Wood,6,8.283288465520812e-05
Europe,Italy,Silver,11,0.00015186028853454822
Europe,Italy,Stone,2,2.761096155173604e-05
Europe,Italy,Tapestry,1,1.380548077586802e-05
Europe,Italy,Technical Material,19,0.00026230413474149237
Europe,Italy,Textile,202,0.00278870711672534
Europe,Italy,Textiles,1,1.380548077586802e-05
Europe,Italy,Textiles-Costumes-Ecclesiastical,2,2.761096155173604e-05
Europe,Italy,Textiles-Embroidered,10,0.0001380548077586802
Europe,Italy,Textiles-Woven,22,0.00030372057706909645
Europe,Italy,Textiles-Woven-Brocade,12,0.00016566576931041624
Europe,Italy,Tool,4,5.522192310347208e-05
Europe,Italy,Velvet,160,0.0022088769241388833
Europe,Italy,Volume,350,0.0048319182715538065
Europe,Italy,Woodwork-Furniture,4,5.522192310347208e-05
Europe,Netherlands,Aerophone-Blow Hole-side-blown flute (transverse),1,1.380548077586802e-05
Europe,Netherlands,Aerophone-Reed Vibrated-double reed,2,2.761096155173604e-05
Europe,Netherlands,Aerophone-Whistle Flute-recorder,1,1.380548077586802e-05
Europe,Netherlands,Arms and Armor,6,8.283288465520812e-05
Europe,Netherlands,Bound Volume,20,0.0002761096155173604
Europe,Netherlands,Ceramic,36,0.0004969973079312487
Europe,Netherlands,Ceramics-Pottery,1,1.380548077586802e-05
Europe,Netherlands,Chordophone-Zither-struck-piano,1,1.380548077586802e-05
Europe,Netherlands,Decorative Art,31,0.00042796990405190863
Europe,Netherlands,Drawings,399,0.00550838682957134
Europe,Netherlands,Embroidery,1,1.380548077586802e-05
Europe,Netherlands,Enamel,3,4.141644232760406e-05
Europe,Netherlands,Enamels-Champlevé,10,0.0001380548077586802
Europe,Netherlands,Furniture and woodwork,7,9.663836543107614e-05
Europe,Netherlands,Garment,4,5.522192310347208e-05
Europe,Netherlands,Glass,6,8.283288465520812e-05
Europe,Netherlands,Glass-Stained,1,1.380548077586802e-05
Europe,Netherlands,Idiophone-Struck-bell-clapper,3,4.141644232760406e-05
Europe,Netherlands,Manuscripts and Illuminations,11,0.00015186028853454822
Europe,Netherlands,Membranophone-double-headed / barrel drum,2,2.761096155173604e-05
Europe,Netherlands,Metalwork,2,2.761096155173604e-05
Europe,Netherlands,Metalwork-Brass,2,2.761096155173604e-05
Europe,Netherlands,Metalwork-Copper alloy,4,5.522192310347208e-05
Europe,Netherlands,Metalwork-Silver,1,1.380548077586802e-05
Europe,Netherlands,Miscellaneous,1,1.380548077586802e-05
Europe,Netherlands,Painting,260,0.003589425001725685
Europe,Netherlands,Photographs,42,0.0005798301925864568
Europe,Netherlands,Portfolio,71,0.0009801891350866294
Europe,Netherlands,Prints,3696,0.0510250569476082
Europe,Netherlands,Sampler,9,0.0001242493269828122
Europe,Netherlands,Sculpture,23,0.00031752605784496444
Europe,Netherlands,Sculpture-Stone,4,5.522192310347208e-05
Europe,Netherlands,Sculpture-Stone|Sculpture-Alabaster,2,2.761096155173604e-05
Europe,Netherlands,Sculpture-Wood,5,6.90274038793401e-05
Europe,Netherlands,Tapestry,3,4.141644232760406e-05
Europe,Netherlands,Technical Material,11,0.00015186028853454822
Europe,Netherlands,Textile,3,4.141644232760406e-05
Europe,Netherlands,Time-Based Media Art,2,2.761096155173604e-05
Europe,Netherlands,Volume,37,0.0005108027887071167
Europe,Spain,Aerophone-Blow Hole-end-blown flute (vertical),2,2.761096155173604e-05
Europe,Spain,Aerophone-Blow Hole-panpipe,3,4.141644232760406e-05
Europe,Spain,Aerophone-Blow Hole-side-blown flute (transverse),3,4.141644232760406e-05
Europe,Spain,Aerophone-Lip Vibrated-trumpet / trombone,1,1.380548077586802e-05
Europe,Spain,Aerophone-Reed Vibrated-bagpipe,2,2.761096155173604e-05
Europe,Spain,Aerophone-Reed Vibrated-double reed,1,1.380548077586802e-05
Europe,Spain,Aerophone-Whistle Flute-recorder,3,4.141644232760406e-05
Europe,Spain,Arms and Armor,20,0.0002761096155173604
Europe,Spain,Bound Volume,21,0.0002899150962932284
Europe,Spain,Carpet,1,1.380548077586802e-05
Europe,Spain,Ceramic,21,0.0002899150962932284
Europe,Spain,Ceramics,131,0.0018085179816387106
Europe,Spain,Ceramics-Tiles,9,0.0001242493269828122
Europe,Spain,Ceramics-Vessels,1,1.380548077586802e-05
Europe,Spain,Chordophone-Lute-plucked,1,1.380548077586802e-05
Europe,Spain,Chordophone-Lute-plucked-fretted,14,0.00019327673086215228
Europe,Spain,Chordophone-Lute-plucked-unfretted,1,1.380548077586802e-05
Europe,Spain,Codices,2,2.761096155173604e-05
Europe,Spain,Coins,1,1.380548077586802e-05
Europe,Spain,Decorative Art,4,5.522192310347208e-05
Europe,Spain,Drawings,109,0.0015047974045696141
Europe,Spain,Embroidery,17,0.00023469317318975633
Europe,Spain,Enamel,3,4.141644232760406e-05
Europe,Spain,Enamels-Basse taille,10,0.0001380548077586802
Europe,Spain,Enamels-Champlevé,2,2.761096155173604e-05
Europe,Spain,Enamels-Cloisonné,3,4.141644232760406e-05
Europe,Spain,Furniture and woodwork,21,0.0002899150962932284
Europe,Spain,Gaming pieces,1,1.380548077586802e-05
Europe,Spain,Garment,2,2.761096155173604e-05
Europe,Spain,Glass,3,4.141644232760406e-05
Europe,Spain,Idiophone-Concussion,1,1.380548077586802e-05
Europe,Spain,Idiophone-Struck-bell-clapper,1,1.380548077586802e-05
Europe,Spain,Idiophone-Struck-bell-without clapper,2,2.761096155173604e-05
Europe,Spain,Installations,1,1.380548077586802e-05
Europe,Spain,Ivories,5,6.90274038793401e-05
Europe,Spain,Ivories and Bone,2,2.761096155173604e-05
Europe,Spain,Ivories-Elephant,2,2.761096155173604e-05
Europe,Spain,Ivories|Metalwork-Silver,1,1.380548077586802e-05
Europe,Spain,Jewelry,8,0.00011044384620694416
Europe,Spain,Knitting,4,5.522192310347208e-05
Europe,Spain,Lace,74,0.0010216055774142335
Europe,Spain,Leather,1,1.380548077586802e-05
Europe,Spain,Manuscripts and Illuminations,2,2.761096155173604e-05
Europe,Spain,Membranophone-double-headed / barrel drum,1,1.380548077586802e-05
Europe,Spain,Membranophone-double-headed / cylindrical drum,1,1.380548077586802e-05
Europe,Spain,Membranophone-single-headed / frame drum,1,1.380548077586802e-05
Europe,Spain,Metal,2,2.761096155173604e-05
Europe,Spain,Metalwork,2,2.761096155173604e-05
Europe,Spain,Metalwork-Copper,1,1.380548077586802e-05
Europe,Spain,Metalwork-Copper alloy,3,4.141644232760406e-05
