region,decade,type_group,n_objects,share_within_region_decade
Latin America & Caribbean,-350,other,23,1.0
Latin America & Caribbean,-330,other,2,1.0
Latin America & Caribbean,-300,other,110,0.9734513274336283
Latin America & Caribbean,-300,textiles-woven,3,0.02654867256637168
Latin America & Caribbean,-250,other,2,1.0
Latin America & Caribbean,-200,other,91,0.8198198198198198
Latin America & Caribbean,-200,textiles-woven,20,0.18018018018018017
Latin America & Caribbean,-180,textiles-woven,1,1.0
Latin America & Caribbean,-150,other,7,1.0
Latin America & Caribbean,-100,other,130,0.6632653061224489
Latin America & Caribbean,-100,textiles-woven,66,0.336734693877551
Latin America & Caribbean,-80,other,3,1.0
Latin America & Caribbean,-50,other,8,1.0
Latin America & Caribbean,-10,other,13,0.7222222222222222
Latin America & Caribbean,-10,textiles-woven,5,0.2777777777777778
Latin America & Caribbean,0,other,8,1.0
Latin America & Caribbean,20,other,2,1.0
Latin America & Caribbean,50,other,1,1.0
Latin America & Caribbean,60,other,5,1.0
Latin America & Caribbean,100,other,29,0.9666666666666667
Latin America & Caribbean,100,textiles-woven,1,0.03333333333333333
Latin America & Caribbean,120,other,3,1.0
Latin America & Caribbean,150,other,4,1.0
Latin America & Caribbean,200,other,240,0.9917355371900827
Latin America & Caribbean,200,textiles-woven,2,0.008264462809917356
Latin America & Caribbean,220,other,8,0.8
Latin America & Caribbean,220,textiles-woven,2,0.2
Latin America & Caribbean,250,other,3,1.0
Latin America & Caribbean,270,other,1,1.0
Latin America & Caribbean,300,other,143,1.0
Latin America & Caribbean,320,other,19,1.0
Latin America & Caribbean,350,other,14,1.0
Latin America & Caribbean,370,other,14,1.0
Latin America & Caribbean,390,other,1,1.0
Latin America & Caribbean,400,other,93,1.0
Latin America & Caribbean,420,other,10,1.0
Latin America & Caribbean,450,other,8,1.0
Latin America & Caribbean,470,other,2,1.0
Latin America & Caribbean,500,other,116,1.0
Latin America & Caribbean,520,other,1,1.0
Latin America & Caribbean,550,other,1,0.5
Latin America & Caribbean,550,textiles-woven,1,0.5
Latin America & Caribbean,570,other,2,1.0
Latin America & Caribbean,590,other,1,1.0
Latin America & Caribbean,600,other,122,0.9838709677419355
Latin America & Caribbean,600,textiles-woven,2,0.016129032258064516
Latin America & Caribbean,620,other,2,0.6666666666666666
Latin America & Caribbean,620,textiles-woven,1,0.3333333333333333
Latin America & Caribbean,650,other,2,1.0
Latin America & Caribbean,670,other,2,1.0
Latin America & Caribbean,690,other,4,1.0
Latin America & Caribbean,700,other,558,0.9087947882736156
Latin America & Caribbean,700,textiles-woven,56,0.09120521172638436
Latin America & Caribbean,720,other,1,0.5
Latin America & Caribbean,720,textiles-woven,1,0.5
Latin America & Caribbean,750,other,21,1.0
Latin America & Caribbean,760,other,27,1.0
Latin America & Caribbean,770,other,18,1.0
Latin America & Caribbean,800,other,211,0.9768518518518519
Latin America & Caribbean,800,textiles-woven,5,0.023148148148148147
Latin America & Caribbean,820,other,1,1.0
Latin America & Caribbean,830,other,2,1.0
Latin America & Caribbean,850,other,9,0.75
Latin America & Caribbean,850,textiles-woven,3,0.25
Latin America & Caribbean,890,other,3,1.0
Latin America & Caribbean,900,ceramics,1,0.00625
Latin America & Caribbean,900,other,127,0.79375
Latin America & Caribbean,900,textiles-woven,32,0.2
Latin America & Caribbean,920,other,1,1.0
Latin America & Caribbean,950,other,2,1.0
Latin America & Caribbean,960,other,3,1.0
Latin America & Caribbean,970,other,3,1.0
Latin America & Caribbean,990,other,2,1.0
Latin America & Caribbean,1000,other,79,0.8061224489795918
Latin America & Caribbean,1000,textiles-woven,19,0.19387755102040816
Latin America & Caribbean,1020,other,10,1.0
Latin America & Caribbean,1030,other,1,1.0
Latin America & Caribbean,1050,other,2,1.0
Latin America & Caribbean,1080,other,5,1.0
Latin America & Caribbean,1100,other,33,0.9705882352941176
Latin America & Caribbean,1100,textiles-woven,1,0.029411764705882353
Latin America & Caribbean,1120,other,1,1.0
Latin America & Caribbean,1130,other,3,1.0
Latin America & Caribbean,1150,other,1,1.0
Latin America & Caribbean,1180,other,11,1.0
Latin America & Caribbean,1190,other,6,1.0
Latin America & Caribbean,1200,other,135,0.9642857142857143
Latin America & Caribbean,1200,textiles-woven,5,0.03571428571428571
Latin America & Caribbean,1230,other,2,1.0
Latin America & Caribbean,1250,other,28,1.0
Latin America & Caribbean,1260,other,5,1.0
Latin America & Caribbean,1300,other,87,0.87
Latin America & Caribbean,1300,textiles-woven,13,0.13
Latin America & Caribbean,1310,other,4,1.0
Latin America & Caribbean,1340,other,1,1.0
Latin America & Caribbean,1350,other,26,1.0
Latin America & Caribbean,1400,other,35,0.6730769230769231
Latin America & Caribbean,1400,textiles-woven,17,0.3269230769230769
Latin America & Caribbean,1410,other,3,1.0
Latin America & Caribbean,1420,other,9,1.0
Latin America & Caribbean,1430,other,3,1.0
Latin America & Caribbean,1450,other,2,0.5
Latin America & Caribbean,1450,textiles-woven,2,0.5
Latin America & Caribbean,1460,other,13,0.9285714285714286
Latin America & Caribbean,1460,textiles-woven,1,0.07142857142857142
Latin America & Caribbean,1470,other,30,0.9375
Latin America & Caribbean,1470,textiles-woven,2,0.0625
Latin America & Caribbean,1480,other,1,1.0
Latin America & Caribbean,1490,other,3,1.0
Latin America & Caribbean,1500,other,417,0.7554347826086957
Latin America & Caribbean,1500,textiles-woven,135,0.24456521739130435
Latin America & Caribbean,1520,other,26,0.9285714285714286
Latin America & Caribbean,1520,textiles-woven,2,0.07142857142857142
Latin America & Caribbean,1530,other,10,0.7142857142857143
Latin America & Caribbean,1530,textiles-woven,4,0.2857142857142857
Latin America & Caribbean,1540,other,22,0.5365853658536586
Latin America & Caribbean,1540,textiles-woven,19,0.4634146341463415
Latin America & Caribbean,1550,other,93,0.9393939393939394
Latin America & Caribbean,1550,textiles-woven,6,0.06060606060606061
Latin America & Caribbean,1560,other,1,1.0
Latin America & Caribbean,1570,other,46,1.0
Latin America & Caribbean,1580,other,162,1.0
Latin America & Caribbean,1590,other,14,1.0
Latin America & Caribbean,1600,other,747,0.9701298701298702
Latin America & Caribbean,1600,textiles-woven,23,0.02987012987012987
Latin America & Caribbean,1620,other,1,0.5
Latin America & Caribbean,1620,textiles-woven,1,0.5
Latin America & Caribbean,1630,textiles-woven,1,1.0
Latin America & Caribbean,1650,other,2,1.0
Latin America & Caribbean,1670,other,1,1.0
Latin America & Caribbean,1700,other,12,0.9230769230769231
Latin America & Caribbean,1700,textiles-woven,1,0.07692307692307693
Latin America & Caribbean,1720,textiles-woven,2,1.0
Latin America & Caribbean,1750,other,1,1.0
Latin America & Caribbean,1800,other,15,0.7894736842105263
Latin America & Caribbean,1800,textiles-woven,4,0.21052631578947367
Latin America & Caribbean,1810,other,1,1.0
Latin America & Caribbean,1820,other,1,0.14285714285714285
Latin America & Caribbean,1820,textiles-woven,6,0.8571428571428571
Latin America & Caribbean,1830,other,3,1.0
Latin America & Caribbean,1840,other,10,1.0
Latin America & Caribbean,1850,other,2,0.5
Latin America & Caribbean,1850,textiles-woven,2,0.5
Latin America & Caribbean,1860,other,1,0.25
Latin America & Caribbean,1860,textiles-woven,3,0.75
Latin America & Caribbean,1870,textiles-woven,1,1.0
Latin America & Caribbean,1880,other,11,1.0
Latin America & Caribbean,1890,Prints,1,0.05
Latin America & Caribbean,1890,other,16,0.8
Latin America & Caribbean,1890,textiles-woven,3,0.15
Latin America & Caribbean,1900,Drawings,1,0.011235955056179775
Latin America & Caribbean,1900,Prints,3,0.033707865168539325
Latin America & Caribbean,1900,other,69,0.7752808988764045
Latin America & Caribbean,1900,textiles-woven,16,0.1797752808988764
Latin America & Caribbean,1910,Drawings,2,0.15384615384615385
Latin America & Caribbean,1910,Prints,1,0.07692307692307693
Latin America & Caribbean,1910,other,9,0.6923076923076923
Latin America & Caribbean,1910,textiles-woven,1,0.07692307692307693
Latin America & Caribbean,1920,Drawings,2,0.0273972602739726
Latin America & Caribbean,1920,Photographs,4,0.0547945205479452
Latin America & Caribbean,1920,Prints,15,0.2054794520547945
Latin America & Caribbean,1920,other,15,0.2054794520547945
Latin America & Caribbean,1920,textiles-woven,37,0.5068493150684932
Latin America & Caribbean,1930,Drawings,8,0.10666666666666667
Latin America & Caribbean,1930,Photographs,28,0.37333333333333335
Latin America & Caribbean,1930,Prints,29,0.38666666666666666
Latin America & Caribbean,1930,other,10,0.13333333333333333
Latin America & Caribbean,1940,Drawings,5,0.050505050505050504
Latin America & Caribbean,1940,Photographs,16,0.16161616161616163
Latin America & Caribbean,1940,Prints,16,0.16161616161616163
Latin America & Caribbean,1940,other,62,0.6262626262626263
Latin America & Caribbean,1950,Drawings,5,0.10204081632653061
Latin America & Caribbean,1950,Photographs,4,0.08163265306122448
Latin America & Caribbean,1950,Prints,32,0.6530612244897959
Latin America & Caribbean,1950,other,4,0.08163265306122448
Latin America & Caribbean,1950,textiles-woven,4,0.08163265306122448
Latin America & Caribbean,1960,Drawings,1,0.01282051282051282
Latin America & Caribbean,1960,Photographs,16,0.20512820512820512
Latin America & Caribbean,1960,Prints,40,0.5128205128205128
Latin America & Caribbean,1960,other,21,0.2692307692307692
Latin America & Caribbean,1970,Photographs,44,0.7586206896551724
Latin America & Caribbean,1970,Prints,5,0.08620689655172414
Latin America & Caribbean,1970,other,9,0.15517241379310345
Latin America & Caribbean,1980,Drawings,1,0.013157894736842105
Latin America & Caribbean,1980,Photographs,58,0.7631578947368421
Latin America & Caribbean,1980,Prints,3,0.039473684210526314
Latin America & Caribbean,1980,other,12,0.15789473684210525
Latin America & Caribbean,1980,textiles-woven,2,0.02631578947368421
Latin America & Caribbean,1990,Photographs,65,0.6132075471698113
Latin America & Caribbean,1990,Prints,2,0.018867924528301886
Latin America & Caribbean,1990,other,37,0.3490566037735849
Latin America & Caribbean,1990,textiles-woven,2,0.018867924528301886
Latin America & Caribbean,2000,Photographs,42,0.4827586206896552
Latin America & Caribbean,2000,Prints,9,0.10344827586206896
Latin America & Caribbean,2000,other,23,0.26436781609195403
Latin America & Caribbean,2000,textiles-woven,13,0.14942528735632185
Latin America & Caribbean,2010,Photographs,24,0.6857142857142857
Latin America & Caribbean,2010,Prints,1,0.02857142857142857
Latin America & Caribbean,2010,other,10,0.2857142857142857
Latin America & Caribbean,2020,other,8,0.11594202898550725
Latin America & Caribbean,2020,textiles-woven,61,0.8840579710144928
Middle East & North Africa,-1000,other,12,1.0
Middle East & North Africa,-980,other,8,1.0
Middle East & North Africa,-950,other,17,1.0
Middle East & North Africa,-940,other,5,1.0
Middle East & North Africa,-900,other,15,1.0
Middle East & North Africa,-870,other,1,1.0
Middle East & North Africa,-850,other,2,1.0
Middle East & North Africa,-830,other,20,1.0
Middle East & North Africa,-800,other,4,1.0
Middle East & North Africa,-750,other,3,1.0
Middle East & North Africa,-740,other,1,1.0
Middle East & North Africa,-700,other,3,1.0
Middle East & North Africa,-690,other,136,1.0
Middle East & North Africa,-660,other,16,1.0
Middle East & North Africa,-650,other,1,1.0
Middle East & North Africa,-640,other,2,1.0
Middle East & North Africa,-620,other,1,1.0
Middle East & North Africa,-600,other,43,1.0
Middle East & North Africa,-530,other,6,1.0
Middle East & North Africa,-510,other,2,1.0
Middle East & North Africa,-500,other,3,1.0
Middle East & North Africa,-490,other,1,1.0
Middle East & North Africa,-480,other,2,1.0
Middle East & North Africa,-470,other,2,1.0
Middle East & North Africa,-450,other,2,1.0
Middle East & North Africa,-440,other,6,1.0
Middle East & North Africa,-430,other,1,1.0
Middle East & North Africa,-420,other,1,1.0
Middle East & North Africa,-380,other,4,1.0
Middle East & North Africa,-370,other,2,1.0
Middle East & North Africa,-360,other,1,1.0
Middle East & North Africa,-350,other,9,1.0
Middle East & North Africa,-320,other,3,1.0
Middle East & North Africa,-310,other,4,1.0
Middle East & North Africa,-280,other,3,1.0
Middle East & North Africa,-270,other,3,1.0
Middle East & North Africa,-250,other,1,1.0
Middle East & North Africa,-210,other,9,1.0
Middle East & North Africa,-170,other,29,1.0
Middle East & North Africa,-150,other,2,1.0
Middle East & North Africa,-140,other,1,1.0
Middle East & North Africa,-90,other,3,1.0
Middle East & North Africa,-60,other,1,1.0
Middle East & North Africa,-30,other,1,1.0
Middle East & North Africa,0,ceramics,1,0.05263157894736842
Middle East & North Africa,0,other,17,0.8947368421052632
Middle East & North Africa,0,textiles-woven,1,0.05263157894736842
Middle East & North Africa,10,other,3,1.0
Middle East & North Africa,20,other,1,1.0
Middle East & North Africa,30,other,4,1.0
Middle East & North Africa,40,other,3,1.0
Middle East & North Africa,50,other,1,1.0
Middle East & North Africa,90,other,1,1.0
Middle East & North Africa,100,other,2,1.0
Middle East & North Africa,120,other,1,1.0
Middle East & North Africa,140,other,2,1.0
Middle East & North Africa,160,other,1,1.0
Middle East & North Africa,180,other,17,1.0
Middle East & North Africa,190,ceramics,4,0.36363636363636365
Middle East & North Africa,190,other,7,0.6363636363636364
Middle East & North Africa,230,other,1,1.0
Middle East & North Africa,240,other,11,1.0
Middle East & North Africa,250,other,5,1.0
Middle East & North Africa,260,other,3,1.0
Middle East & North Africa,290,ceramics,1,0.043478260869565216
Middle East & North Africa,290,other,22,0.9565217391304348
Middle East & North Africa,300,other,10,1.0
Middle East & North Africa,320,other,1,1.0
Middle East & North Africa,340,other,2,1.0
Middle East & North Africa,360,other,15,1.0
Middle East & North Africa,380,other,1,1.0
Middle East & North Africa,390,ceramics,6,0.011385199240986717
Middle East & North Africa,390,other,521,0.9886148007590133
Middle East & North Africa,400,other,4,1.0
Middle East & North Africa,410,other,1,1.0
Middle East & North Africa,420,other,2,1.0
Middle East & North Africa,430,other,5,1.0
Middle East & North Africa,440,other,21,1.0
Middle East & North Africa,450,other,2,1.0
Middle East & North Africa,470,ceramics,1,1.0
Middle East & North Africa,480,other,4,1.0
Middle East & North Africa,490,ceramics,2,0.004830917874396135
Middle East & North Africa,490,other,401,0.9685990338164251
Middle East & North Africa,490,textiles-woven,11,0.026570048309178744
Middle East & North Africa,500,other,9,1.0
Middle East & North Africa,520,other,2,1.0
Middle East & North Africa,530,other,1,1.0
Middle East & North Africa,540,other,52,1.0
Middle East & North Africa,560,other,5,1.0
Middle East & North Africa,580,other,1,1.0
Middle East & North Africa,590,ceramics,36,0.08108108108108109
Middle East & North Africa,590,other,402,0.9054054054054054
Middle East & North Africa,590,textiles-woven,6,0.013513513513513514
Middle East & North Africa,600,ceramics,1,0.1111111111111111
Middle East & North Africa,600,other,8,0.8888888888888888
Middle East & North Africa,610,other,3,1.0
Middle East & North Africa,620,ceramics,2,0.16666666666666666
Middle East & North Africa,620,other,10,0.8333333333333334
Middle East & North Africa,640,other,14,1.0
Middle East & North Africa,650,other,20,1.0
Middle East & North Africa,660,other,1,1.0
Middle East & North Africa,670,other,2,1.0
Middle East & North Africa,680,other,1,1.0
Middle East & North Africa,690,ceramics,12,0.031914893617021274
Middle East & North Africa,690,other,354,0.9414893617021277
Middle East & North Africa,690,textiles-woven,10,0.026595744680851064
Middle East & North Africa,700,other,16,1.0
Middle East & North Africa,710,other,1,1.0
Middle East & North Africa,720,other,2,1.0
Middle East & North Africa,740,other,16,1.0
Middle East & North Africa,750,ceramics,3,0.6
Middle East & North Africa,750,other,2,0.4
Middle East & North Africa,760,other,3,1.0
Middle East & North Africa,770,other,23,1.0
Middle East & North Africa,780,other,15,1.0
Middle East & North Africa,790,ceramics,13,0.051181102362204724
Middle East & North Africa,790,other,235,0.9251968503937008
Middle East & North Africa,790,textiles-woven,6,0.023622047244094488
Middle East & North Africa,800,other,30,1.0
Middle East & North Africa,810,other,25,1.0
Middle East & North Africa,820,ceramics,14,0.4117647058823529
Middle East & North Africa,820,other,20,0.5882352941176471
Middle East & North Africa,830,other,29,1.0
Middle East & North Africa,840,other,174,1.0
Middle East & North Africa,850,ceramics,20,0.7407407407407407
Middle East & North Africa,850,other,7,0.25925925925925924
Middle East & North Africa,880,other,3,1.0
Middle East & North Africa,890,ceramics,167,0.45257452574525747
Middle East & North Africa,890,other,178,0.4823848238482385
Middle East & North Africa,890,textiles-woven,24,0.06504065040650407
Middle East & North Africa,900,other,6,0.75
Middle East & North Africa,900,textiles-woven,2,0.25
Middle East & North Africa,910,other,5,1.0
Middle East & North Africa,920,ceramics,25,0.6944444444444444
Middle East & North Africa,920,other,10,0.2777777777777778
Middle East & North Africa,920,textiles-woven,1,0.027777777777777776
Middle East & North Africa,930,other,12,1.0
Middle East & North Africa,940,Drawings,1,0.1
Middle East & North Africa,940,other,9,0.9
Middle East & North Africa,950,ceramics,1,0.07692307692307693
Middle East & North Africa,950,other,11,0.8461538461538461
Middle East & North Africa,950,textiles-woven,1,0.07692307692307693
Middle East & North Africa,960,other,2,0.4
Middle East & North Africa,960,textiles-woven,3,0.6
Middle East & North Africa,970,other,7,0.7777777777777778
Middle East & North Africa,970,textiles-woven,2,0.2222222222222222
Middle East & North Africa,980,other,7,1.0
Middle East & North Africa,990,ceramics,418,0.4201005025125628
Middle East & North Africa,990,other,538,0.5407035175879397
Middle East & North Africa,990,textiles-woven,39,0.03919597989949749
Middle East & North Africa,1000,other,62,0.96875
Middle East & North Africa,1000,textiles-woven,2,0.03125
Middle East & North Africa,1010,other,70,0.9859154929577465
Middle East & North Africa,1010,textiles-woven,1,0.014084507042253521
Middle East & North Africa,1020,ceramics,5,0.125
Middle East & North Africa,1020,other,33,0.825
Middle East & North Africa,1020,textiles-woven,2,0.05
Middle East & North Africa,1030,other,7,1.0
