region,country,type_group,n_objects
Middle East & North Africa,Iran,Textiles,123
Middle East & North Africa,Egypt,Implements,116
Middle East & North Africa,Iran,Textile,106
Middle East & North Africa,Egypt,Amulets,99
Middle East & North Africa,Iran,Textiles-Woven,87
Middle East & North Africa,Egypt,Textiles-Embroidered,80
Middle East & North Africa,Iran,Textiles-Rugs,79
Middle East & North Africa,Egypt,Vessels,78
Middle East & North Africa,Iran,Manuscript,78
Middle East & North Africa,Egypt,Ivories and Bone,74
Middle East & North Africa,Egypt,Codices,60
Middle East & North Africa,Egypt,Metal,59
Middle East & North Africa,Iran,Seals,51
Middle East & North Africa,Iran,Ceramic,46
Middle East & North Africa,Iran,Metalwork,44
Middle East & North Africa,Syria,Glass,42
Middle East & North Africa,Iran,Sculpture,40
Middle East & North Africa,Iran,Textiles-Embroidered,40
Middle East & North Africa,Iran,Lacquer,39
Middle East & North Africa,Egypt,Leather,37
