region,country,type_group,n_objects
Unknown,United States?,Aerophone-Whistle Flute-recorder,1
Unknown,United States?,Idiophone-Friction,1
Unknown,Urartian,Sculpture,1
Unknown,Uruguay,Painting,1
Unknown,Uruguayan,Drawing,1
Unknown,Uruguayan,Painting,1
Unknown,Uruguayan,Portfolio,1
Unknown,Uzbekistan,Main dress-Menswear,1
Unknown,Uzbekistan,Main dress-Womenswear,1
Unknown,Uzbekistan,Textiles-Embroidered,1
Unknown,Vanuatu,Aerophone-Lip Vibrated-trumpet / trombone,1
Unknown,Vanuatu,Bark-Sculpture,1
Unknown,Vanuatu,Bone/Ivory-Sculpture,1
Unknown,Vanuatu,Chordophone-Musical Bow,1
Unknown,Vanuatu,Idiophone-Shaken,1
Unknown,Veneto-Islamic,Sculpture,1
Unknown,Venezuela,Idiophone-Scraped,1
Unknown,Venezuela,Idiophone-Shaken-rattle,1
Unknown,Venezuela:N.A.,Aerophone-Blow Hole-side-blown flute (transverse),1
Unknown,Venezuelan,Sculpture,1
Unknown,Venezuelan,Volume,1
Unknown,Vietnam,Aerophone-Reed Vibrated,1
Unknown,Vietnam,Chordophone-Lute-plucked-unfretted,1
Unknown,Vietnam,Chordophone-Zither,1
Unknown,Vietnam,Sculpture,1
Unknown,Vietnam,Wood-Sculpture,1
Unknown,West Asia,Musical Instrument,1
Unknown,West Greek/South Italian,Plaque,1
Unknown,West India,Sculpture,1
Unknown,West Indies,Sculpture,1
Unknown,West Turkey,Textiles-Rugs,1
Unknown,Yemen,Metal,1
Unknown,Yugoslavia,Embroidery,1
Unknown,Yugoslavia,Print,1
Unknown,Yugoslavia,Sculpture,1
Unknown,Yugoslavia,Tapestry,1
Unknown,Yugoslavia,Textile,1
Unknown,Zambia,Aerophone,1
Unknown,Zambia,Aerophone-Lip Vibrated-trumpet / trombone,1
Unknown,Zambia,Basketry-Containers,1
Unknown,Zambia,Paper-Photographs,1
Unknown,Zambia,Wood,1
Unknown,Zambia,Wood-Containers,1
Unknown,Zambia?,Accessory,1
Unknown,Zanzibar,Textiles-Costumes,1
Unknown,Zimbabwe,Idiophone-Shaken-rattle,1
Unknown,Zimbabwe,Wood-Musical Instruments|Metal-Implements,1
Unknown,Zimbabwe,Wood-Sculpture,1
Unknown,[],Carpet,1
Unknown,[],Enamel,1
Unknown,[],Lacquer,1
Unknown,[],Mask,1
Unknown,[],Miniature,1
Unknown,[],Miscellaneous,1
Unknown,[],Musical Instrument,1
Unknown,[],Portfolio,1
Unknown origin,Unknown origin,Prints,84323
Unknown origin,Unknown origin,Prints|Ephemera,29148
Unknown origin,Unknown origin,Photographs,27271
Unknown origin,Unknown origin,Drawings,23045
Unknown origin,Unknown origin,Vases,21302
Unknown origin,Unknown origin,Books,14779
Unknown origin,Unknown origin,Photographs|Ephemera,10389
Unknown origin,Unknown origin,Print,9462
Unknown origin,Unknown origin,Textiles-Woven,9027
Unknown origin,Unknown origin,Paintings,8951
Unknown origin,Unknown origin,Ceramics,7000
Unknown origin,Unknown origin,Negatives,6127
Unknown origin,Unknown origin,Glass,5469
Unknown origin,Unknown origin,Prints|Ornament & Architecture,5331
Unknown origin,Unknown origin,Drawings|Ornament & Architecture,5054
Unknown origin,Unknown origin,Textiles-Laces,4916
Unknown origin,Unknown origin,Ceramics-Porcelain,4385
Unknown origin,Unknown origin,Metalwork-Silver,3860
Unknown origin,Unknown origin,Sculpture,3848
Unknown origin,Unknown origin,Ceramics-Pottery,3689
Unknown origin,Unknown origin,Books|Prints|Ornament & Architecture,3687
Unknown origin,Unknown origin,Textiles-Embroidered,3655
Unknown origin,Unknown origin,Metalwork,2390
Unknown origin,Unknown origin,Textiles-Printed,2319
Unknown origin,Unknown origin,Textiles-Trimmings,1949
Unknown origin,Unknown origin,Gold and Silver,1879
Unknown origin,Unknown origin,Jewelry,1844
Unknown origin,Unknown origin,Bronzes,1822
Unknown origin,Unknown origin,Terracottas,1770
Unknown origin,Unknown origin,Medals and Plaquettes,1673
Unknown origin,Unknown origin,Jade,1669
Unknown origin,Unknown origin,Gems,1485
Unknown origin,Unknown origin,Books|Ornament & Architecture,1438
Unknown origin,Unknown origin,Woodwork-Furniture,1410
Unknown origin,Unknown origin,Textiles-Velvets,1405
Unknown origin,Unknown origin,Drawing,1324
Unknown origin,Unknown origin,Sword Furniture-Tsuba,1242
Unknown origin,Unknown origin,Metalwork-Iron,1223
Unknown origin,Unknown origin,Painting,1141
Unknown origin,Unknown origin,Sword Furniture-Kozuka,1117
Unknown origin,Unknown origin,Swords,1086
Unknown origin,Unknown origin,Photograph,1022
Unknown origin,Unknown origin,Stone Sculpture,1003
Unknown origin,Unknown origin,Cut Paper|Ephemera,974
Unknown origin,Unknown origin,Shafted Weapons,954
Unknown origin,Unknown origin,Portfolio,953
Unknown origin,Unknown origin,Netsuke,942
Unknown origin,Unknown origin,Horology,935
Unknown origin,Unknown origin,Metalwork-Gilt Bronze,913
Unknown origin,Unknown origin,Ephemera|Photographs,881
Unknown origin,Unknown origin,Ceramics-Vessels,860
Unknown origin,Unknown origin,Volume,847
Unknown origin,Unknown origin,Daggers,826
Unknown origin,Unknown origin,Lacquer,808
Unknown origin,Unknown origin,Ceramics-Porcelain-Export,790
Unknown origin,Unknown origin,Glass-Stained,774
Unknown origin,Unknown origin,Illustrated Books,718
Unknown origin,Unknown origin,Woodwork,687
Unknown origin,Unknown origin,Sculpture-Bronze,685
Unknown origin,Unknown origin,Glass-Vessels,678
Unknown origin,Unknown origin,Snuff Bottles,629
Unknown origin,Unknown origin,Helmets,617
Unknown origin,Unknown origin,Stone-Stamp Seals,613
Unknown origin,Unknown origin,Textiles-Tapestries,605
Unknown origin,Unknown origin,Prints|Posters,582
Unknown origin,Unknown origin,Stencils,569
Unknown origin,Unknown origin,Sword Furniture-Fuchi-Kashira,569
Unknown origin,Unknown origin,Metalwork-Ornaments,550
Unknown origin,Unknown origin,Inrō,539
Unknown origin,Unknown origin,Clay-Tablets-Inscribed,535
Unknown origin,Unknown origin,Archery Equipment-Arrowheads,531
Unknown origin,Unknown origin,Fans,531
Unknown origin,Unknown origin,Miscellaneous,506
Unknown origin,Unknown origin,Coins,502
Unknown origin,Unknown origin,Photographs|Prints,478
Unknown origin,Unknown origin,Stone-Cylinder Seals,446
Unknown origin,Unknown origin,Enamels,443
Unknown origin,Unknown origin,Sculpture-Architectural,429
Unknown origin,Unknown origin,Metalwork-Copper alloy,416
Unknown origin,Unknown origin,Metalwork-Gold and Platinum,399
Unknown origin,Unknown origin,Medals and Plaquettes-Reproductions,395
Unknown origin,Unknown origin,Frames,387
Unknown origin,Unknown origin,Metalwork-Electrotype,381
Unknown origin,Unknown origin,Miscellaneous-Buckles & Ornament,380
Unknown origin,Unknown origin,Textiles,376
Unknown origin,Unknown origin,Armor Parts,372
Unknown origin,Unknown origin,Metalwork-Pewter,372
Unknown origin,Unknown origin,Books|Ornament & Architecture|Prints,369
Unknown origin,Unknown origin,Furniture,360
Unknown origin,Unknown origin,Calligraphy,356
Unknown origin,Unknown origin,Photographs|Postcards,351
Unknown origin,Unknown origin,Metalwork-Implements,342
Unknown origin,Unknown origin,Textiles-Costumes,333
Unknown origin,Unknown origin,Portfolios,328
Unknown origin,Unknown origin,Albums|Prints|Ornament & Architecture,314
Unknown origin,Unknown origin,Metalwork-Brass,309
Unknown origin,Unknown origin,Ephemera|Prints,300
Unknown origin,Unknown origin,Ephemera,297
Unknown origin,Unknown origin,Ephemera|Drawings|Ornament & Architecture,297
Unknown origin,Unknown origin,Albums,293
Unknown origin,Unknown origin,Metalwork-Bronze,293
Unknown origin,Unknown origin,Ornament & Architecture|Prints,292
Unknown origin,Unknown origin,Sculpture-Miniature,292
Unknown origin,Unknown origin,Tomb Pottery,285
Unknown origin,Unknown origin,Metalwork-Steel,283
Unknown origin,Unknown origin,Chess Sets,281
Unknown origin,Unknown origin,Metalwork-Gold,275
Unknown origin,Unknown origin,Variable Media,275
Unknown origin,Unknown origin,Prints|Albums,268
Unknown origin,Unknown origin,Crèche,265
Unknown origin,Unknown origin,Textiles-Rugs,264
Unknown origin,Unknown origin,Albums|Drawings|Ornament & Architecture,263
Unknown origin,Unknown origin,Knives,263
Unknown origin,Unknown origin,Miniatures,255
Unknown origin,Unknown origin,Textiles-Methods and Materials,255
Unknown origin,Unknown origin,Blocks,254
Unknown origin,Unknown origin,Hardstone,254
Unknown origin,Unknown origin,Costumes-Embroidered,245
Unknown origin,Unknown origin,Rubbing,240
Unknown origin,Unknown origin,Firearms Accessories-Flasks & Primers,238
Unknown origin,Unknown origin,Prints|Metal|Ephemera,235
Unknown origin,Unknown origin,Wood-Sculpture,234
Unknown origin,Unknown origin,Clay-Sealings,233
Unknown origin,Unknown origin,Ivories,232
Unknown origin,Unknown origin,Textile,229
Unknown origin,Unknown origin,Codices,227
Unknown origin,Unknown origin,Metalwork-Silver In Combination,226
Unknown origin,Unknown origin,Transparencies,219
Unknown origin,Unknown origin,Seals,214
Unknown origin,Unknown origin,Manuscript Materials,212
Unknown origin,Unknown origin,Albums|Prints,211
Unknown origin,Unknown origin,Wallpaper,211
Unknown origin,Unknown origin,Bone,210
Unknown origin,Unknown origin,Rubbing|Prints,210
Unknown origin,Unknown origin,Miscellaneous-Lead,208
Unknown origin,Unknown origin,Metalwork-Silver-Miniature,206
Unknown origin,Unknown origin,Books|Periodicals,202
Unknown origin,Unknown origin,Stone-Implements,200
Unknown origin,Unknown origin,Krisses,199
Unknown origin,Unknown origin,Posters,199
Unknown origin,Unknown origin,Costumes,196
Unknown origin,Unknown origin,Textiles-Painted and Printed,195
Unknown origin,Unknown origin,Equestrian Equipment-Spurs,194
Unknown origin,Unknown origin,Swords-Accessories,193
Unknown origin,Unknown origin,Bound Volume,188
Unknown origin,Unknown origin,Shields,188
Unknown origin,Unknown origin,Cesnola Inscriptions,187
Unknown origin,Unknown origin,Metal-Ornaments,183
Unknown origin,Unknown origin,Cloisonné,181
Unknown origin,Unknown origin,Prints|Prints-Fete|Ornament & Architecture,180
Unknown origin,Unknown origin,Mail,175
Unknown origin,Unknown origin,Ivory/Bone-Reliefs,172
Unknown origin,Unknown origin,Lapidary Work-Gems,172
Unknown origin,Unknown origin,Metalwork-Gold and Platinum|Jewelry,171
Unknown origin,Unknown origin,Books|Prints,164
Unknown origin,Unknown origin,Metalwork-Stamp Seals,164
Unknown origin,Unknown origin,Periodicals,164
Unknown origin,Unknown origin,Miscellaneous-Badges,162
Unknown origin,Unknown origin,Sword Furniture-Menuki,154
Unknown origin,Unknown origin,Equestrian Equipment-Stirrups,153
Unknown origin,Unknown origin,Mirrors,152
Unknown origin,Unknown origin,Armor for Man,151
Unknown origin,Unknown origin,Textiles-Sample Books,151
Unknown origin,Unknown origin,Enamels-Painted,150
Unknown origin,Unknown origin,Ojime,150
Unknown origin,Unknown origin,Equestrian Equipment-Bits,149
Unknown origin,Unknown origin,Metalwork-Lead,148
Unknown origin,Unknown origin,"Miscellaneous-Bone, Ivory",146
Unknown origin,Unknown origin,Miscellaneous-Stone Vases,144
Unknown origin,Unknown origin,Stone-Ornaments,143
Unknown origin,Unknown origin,Prints|Ornament & Architecture|Albums,139
Unknown origin,Unknown origin,Metalwork-Silverplate,138
Unknown origin,Unknown origin,Miscellaneous-Amber,135
Unknown origin,Unknown origin,Sculpture-Stone,135
Unknown origin,Unknown origin,Metal,133
Unknown origin,Unknown origin,Miscellaneous-Stone,133
Unknown origin,Unknown origin,Medals,132
Unknown origin,Unknown origin,Sculpture-Wood,131
Unknown origin,Unknown origin,Manuscripts and Illuminations,130
Unknown origin,Unknown origin,Photographs|Jewelry,130
Unknown origin,Unknown origin,Natural Substances,129
Unknown origin,Unknown origin,Plates,129
Unknown origin,Unknown origin,Reproductions-Metalwork,126
Unknown origin,Unknown origin,Bamboo,122
Unknown origin,Unknown origin,Ornament & Architecture|Books|Prints,122
Unknown origin,Unknown origin,Metalwork-Gold and Platinum|Miniatures,121
Unknown origin,Unknown origin,Stone-Stamp Seals-Inscribed,115
Unknown origin,Unknown origin,Armor Parts-Gauntlets,113
Unknown origin,Unknown origin,Glass-Ornaments,113
Unknown origin,Unknown origin,Metalwork-Sculpture,113
Unknown origin,Unknown origin,Firearms Accessories,110
Unknown origin,Unknown origin,Stone,109
Unknown origin,Unknown origin,Stone-Cylinder Seals-Inscribed,107
Unknown origin,Unknown origin,Works on Paper-Drawings,107
Unknown origin,Unknown origin,Armor Parts-Masks,106
Unknown origin,Unknown origin,Glass-Painted,106
Unknown origin,Unknown origin,Archery Equipment-Archer's Ring,104
Unknown origin,Unknown origin,Firearms-Pistols-Flintlock,104
Unknown origin,Unknown origin,Gems|Gold and Silver,104
Unknown origin,Unknown origin,Albums|Drawings|Prints|Ornament & Architecture,103
Unknown origin,Unknown origin,Metalwork-Vessels,103
Unknown origin,Unknown origin,Metalwork-Copper,101
Unknown origin,Unknown origin,Mixed Media,101
Unknown origin,Unknown origin,Main dress-Womenswear,100
Unknown origin,Unknown origin,Metalwork-Equestrian,100
Unknown origin,Unknown origin,Ceramics-Sculpture,99
Unknown origin,Unknown origin,Ink,98
Unknown origin,Unknown origin,Wood-Implements,98
Unknown origin,Unknown origin,Accessory,96
Unknown origin,Unknown origin,Archery Equipment,96
Unknown origin,Unknown origin,Paintings-Decorative,96
Unknown origin,Unknown origin,Archery Equipment-Bows,91
Unknown origin,Unknown origin,Basketry,89
Unknown origin,Unknown origin,Equestrian Equipment-Saddles,89
Unknown origin,Unknown origin,Manuscripts,89
Unknown origin,Unknown origin,Prints|Portfolios,89
Unknown origin,Unknown origin,Decorative Art,88
Unknown origin,Unknown origin,Albums|Drawings,86
Unknown origin,Unknown origin,Stone-Vessels,85
Unknown origin,Unknown origin,Drawings|Prints|Ornament & Architecture,84
Unknown origin,Unknown origin,Prints-Facsimiles,84
Unknown origin,Unknown origin,Equestrian Equipment,82
Unknown origin,Unknown origin,Equestrian Equipment-Shaffrons,81
Unknown origin,Unknown origin,Firearms Accessories-Powder Horns,81
Unknown origin,Unknown origin,Stone-Sculpture,81
Unknown origin,Unknown origin,Textiles-Ecclesiastical,80
Unknown origin,Unknown origin,Ivory/Bone-Ornaments,79
Unknown origin,Unknown origin,Sword Blades,78
Unknown origin,Unknown origin,Archives,77
Unknown origin,Unknown origin,Armor Parts-Arms & Shoulders,77
Unknown origin,Unknown origin,Costumes-Woven,77
Unknown origin,Unknown origin,Leatherwork,77
Unknown origin,Unknown origin,Ceramic,76
Unknown origin,Unknown origin,Costume Accessories,76
Unknown origin,Unknown origin,Miscellaneous-Paintings,76
Unknown origin,Unknown origin,Shell-Ornaments,76
Unknown origin,Unknown origin,Technical Material,76
Unknown origin,Unknown origin,Banners,75
Unknown origin,Unknown origin,Armor Parts-Breastplates,73
Unknown origin,Unknown origin,Portfolios|Prints,73
Unknown origin,Unknown origin,Textiles-Woven|Textiles-Ecclesiastical,73
Unknown origin,Unknown origin,(not assigned),72
Unknown origin,Unknown origin,Gaming pieces,72
Unknown origin,Unknown origin,Woodblocks,71
Unknown origin,Unknown origin,Albums|Ornament & Architecture|Drawings,70
Unknown origin,Unknown origin,Enamels-Champlevé,70
Unknown origin,Unknown origin,Miscellaneous-Coins and Medals,70
Unknown origin,Unknown origin,Metalwork-Coins-Inscribed,69
Unknown origin,Unknown origin,Prints|Ephemera|Calling cards,68
Unknown origin,Unknown origin,Firearms-Guns-Matchlock,67
Unknown origin,Unknown origin,Ivories-Elephant,67
Unknown origin,Unknown origin,Natural Substances-Rock Crystal,67
Unknown origin,Unknown origin,Textiles-Painted,67
Unknown origin,Unknown origin,Prints|Books,66
Unknown origin,Unknown origin,Firearms-Pistols-Wheellock,65
Unknown origin,Unknown origin,Ceramics-Tiles,64
Unknown origin,Unknown origin,Enamels-Cloisonné,64
Unknown origin,Unknown origin,Main dress-Menswear,63
Unknown origin,Unknown origin,Aerophone-Blow Hole-side-blown flute (transverse),62
Unknown origin,Unknown origin,Bindings,62
Unknown origin,Unknown origin,Costumes-Tapestries,62
Unknown origin,Unknown origin,Lighting,62
Unknown origin,Unknown origin,Main dress,62
Unknown origin,Unknown origin,Clay-Tablets-Inscribed-Seal Impressions,61
Unknown origin,Unknown origin,Aerophone-Lip Vibrated-horn,60
Unknown origin,Unknown origin,Stucco-Reliefs,60
Unknown origin,Unknown origin,Archery Equipment-Arrows & Quivers,59
Unknown origin,Unknown origin,Prints|Posters|Ephemera,59
Unknown origin,Unknown origin,Firearms-Guns-Wheellock,58
Unknown origin,Unknown origin,Gold and Silver|Miscellaneous-Stone,58
Unknown origin,Unknown origin,Ornament & Architecture|Drawings,57
Unknown origin,Unknown origin,Textiles-Embroidered|Textiles-Ecclesiastical,57
Unknown origin,Unknown origin,Textiles-Dyed and Embroidered,56
Unknown origin,Unknown origin,Woodwork-Architectural,56
Unknown origin,Unknown origin,Miscellaneous-Faience,55
Unknown origin,Unknown origin,Miscellaneous-Paper,55
Unknown origin,Unknown origin,Armor Parts-Cuirasses,54
Unknown origin,Unknown origin,Metal-Implements,54
Unknown origin,Unknown origin,Textiles-Dyed,54
Unknown origin,Unknown origin,Armor Parts-Thigh and Leg Defense,53
Unknown origin,Unknown origin,Helmet Crests,52
Unknown origin,Unknown origin,Cricket cages,51
Unknown origin,Unknown origin,Prints|Prints-Fete,51
Unknown origin,Unknown origin,Embroidery,50
Unknown origin,Unknown origin,Natural Substances-Leatherwork,50
Unknown origin,Unknown origin,Firearms-Guns-Flintlock,49
Unknown origin,Unknown origin,Ivory/Bone-Sculpture,49
Unknown origin,Unknown origin,"Jewelry, Precious Metals and Precious Stones",48
Unknown origin,Unknown origin,Books|(not assigned)|Ornament & Architecture,47
Unknown origin,Unknown origin,"Models - Actions, valve system, etc",47
Unknown origin,Unknown origin,Photographs|Ornament & Architecture,47
Unknown origin,Unknown origin,Archery Equipment-Crossbows,46
Unknown origin,Unknown origin,Ephemera|Drawings,44
Unknown origin,Unknown origin,Textiles-Woven-Brocade,44
Unknown origin,Unknown origin,Faience-Cylinder Seals,42
Unknown origin,Unknown origin,Books|Ornament & Architecture|Periodicals,41
Unknown origin,Unknown origin,Ceramics-Implements,41
Unknown origin,Unknown origin,Cut Paper,40
Unknown origin,Unknown origin,Idiophone-Shaken-rattle,40
Unknown origin,Unknown origin,Vases|Terracottas,40
Unknown origin,Unknown origin,Chess Sets-Reproductions,39
Unknown origin,Unknown origin,Firearms-Guns-Miquelet,39
Unknown origin,Unknown origin,Combination Weapons,38
Unknown origin,Unknown origin,Musical instruments,38
Unknown origin,Unknown origin,Collages,37
Unknown origin,Unknown origin,Faience-Ornaments,37
Unknown origin,Unknown origin,Ivory/Bone-Implements,37
Unknown origin,Unknown origin,Manuscript,37
Unknown origin,Unknown origin,Plaquettes,37
Unknown origin,Unknown origin,Prints|Photographs,37
Unknown origin,Unknown origin,Stone-Reliefs,37
Unknown origin,Unknown origin,Works on Paper-Brass Rubbings,37
Unknown origin,Unknown origin,Armor Parts-Elbow Plates,36
Unknown origin,Unknown origin,Armor for Horse,36
Unknown origin,Unknown origin,Chordophone-Lute-bowed-unfretted,36
Unknown origin,Unknown origin,Prints|Books|Ornament & Architecture,36
Unknown origin,Unknown origin,Arms and Armor,35
Unknown origin,Unknown origin,Prints|Albums|Ornament & Architecture,35
Unknown origin,Unknown origin,Sculpture-Architectural|Sculpture-Marble,35
Unknown origin,Unknown origin,Firearms-Pistols,34
Unknown origin,Unknown origin,Amber,33
Unknown origin,Unknown origin,Idiophone-Struck-bell,33
Unknown origin,Unknown origin,Ivories and Bone,33
Unknown origin,Unknown origin,Prints|Ornament & Architecture|Prints-Fete,33
Unknown origin,Unknown origin,Idiophone-Struck-bell-clapper,32
Unknown origin,Unknown origin,Metal-Sculpture,32
Unknown origin,Unknown origin,Sculpture-Reproductions-Casts,32
Unknown origin,Unknown origin,Textiles-Painted and/or Printed,31
Unknown origin,Unknown origin,Armor Parts-Buffes,30
Unknown origin,Unknown origin,Firearms-Pistols-Revolvers,30
Unknown origin,Unknown origin,Textiles-Costumes-Accessories,30
Unknown origin,Unknown origin,Textiles-Miscellaneous,30
Unknown origin,Unknown origin,Armor Parts-Greaves,29
Unknown origin,Unknown origin,Firearms,29
Unknown origin,Unknown origin,Firearms Parts,29
Unknown origin,Unknown origin,Firearms-Guns,29
Unknown origin,Unknown origin,Furniture-Wood,29
Unknown origin,Unknown origin,Miscellaneous-Iron,29
Unknown origin,Unknown origin,Natural Substances-Ivory,29
Unknown origin,Unknown origin,Sculpture-Miniature-Wood,29
Unknown origin,Unknown origin,Stone-Reliefs-Inscribed,29
Unknown origin,Unknown origin,Stone-Sculpture-Inscribed,29
Unknown origin,Unknown origin,"Sword Furniture-Fittings, Sets of",29
Unknown origin,Unknown origin,Woodwork-Furniture|Textiles-Tapestries,29
Unknown origin,Unknown origin,Works on Paper-Engravings,29
Unknown origin,Unknown origin,Albums|Ornament & Architecture|Prints,28
Unknown origin,Unknown origin,Prints|Ornament & Architecture|Books,28
Unknown origin,Unknown origin,Armor for Man-1/2 Armor,27
Unknown origin,Unknown origin,Chordophone-Lute-plucked-fretted,27
Unknown origin,Unknown origin,Cut Paper|Ephemera|Drawings,27
Unknown origin,Unknown origin,Firearms-Pistols-Percussion,27
Unknown origin,Unknown origin,Forgeries,27
Unknown origin,Unknown origin,Textiles-Painted and Dyed,27
Unknown origin,Unknown origin,Aerophone-Reed Vibrated-double reed,26
Unknown origin,Unknown origin,Plastic,26
Unknown origin,Unknown origin,Silver,26
Unknown origin,Unknown origin,Sword Furniture,26
Unknown origin,Unknown origin,Works on Paper,26
Unknown origin,Unknown origin,Fans|Paintings,25
Unknown origin,Unknown origin,Ivory/Bone-Vessels,25
Unknown origin,Unknown origin,Aerophone-Whistle Flute-whistle,24
Unknown origin,Unknown origin,Firearms-Cannon,24
Unknown origin,Unknown origin,Garment,24
Unknown origin,Unknown origin,Horn,24
Unknown origin,Unknown origin,Metalwork-Reliefs,24
Unknown origin,Unknown origin,Textiles-Costumes-Ecclesiastical,24
Unknown origin,Unknown origin,Armor Parts-Backplates,23
Unknown origin,Unknown origin,Drawings|Ephemera,23
Unknown origin,Unknown origin,Fencing Equipment,23
Unknown origin,Unknown origin,Masks,23
Unknown origin,Unknown origin,Paper,23
Unknown origin,Unknown origin,Portfolios|Ornament & Architecture|Prints,23
Unknown origin,Unknown origin,Wood,23
Unknown origin,Unknown origin,Armor Parts-Colletins,22
Unknown origin,Unknown origin,Ceramics-Containers,22
Unknown origin,Unknown origin,Helmets Parts,22
Unknown origin,Unknown origin,Sculpture-Stone|Sculpture-Alabaster,22
Unknown origin,Unknown origin,Ceramics-Reliefs,21
Unknown origin,Unknown origin,Letters,21
Unknown origin,Unknown origin,Reproductions-Sculpture,21
Unknown origin,Unknown origin,Shell,21
Unknown origin,Unknown origin,Aerophone-Lip Vibrated-trumpet / trombone,20
Unknown origin,Unknown origin,Armor Parts-Knee Defenses,20
Unknown origin,Unknown origin,Idiophone-Plucked / Depressed,20
Unknown origin,Unknown origin,Pastels & Oil Sketches on Paper,20
Unknown origin,Unknown origin,Prints|Portfolios|Photographs,20
Unknown origin,Unknown origin,Sword Furniture-Kogai,20
Unknown origin,Unknown origin,Glass-Beads,19
Unknown origin,Unknown origin,Sculpture-Architectural-Stone,19
Unknown origin,Unknown origin,Books & Manuscripts,18
Unknown origin,Unknown origin,Gems|Glass,18
Unknown origin,Unknown origin,Inkstone,18
Unknown origin,Unknown origin,Machines & Appliances,18
Unknown origin,Unknown origin,Surcoat,18
Unknown origin,Unknown origin,Textiles-Velvets|Woodwork-Furniture,18
Unknown origin,Unknown origin,Albums|Photographs,17
Unknown origin,Unknown origin,Chordophone-Harp,17
Unknown origin,Unknown origin,Faience-Vessels,17
Unknown origin,Unknown origin,Ivories-Bone,17
Unknown origin,Unknown origin,Leather,17
Unknown origin,Unknown origin,Metalwork-Base Metal,17
Unknown origin,Unknown origin,Metalwork-Tin/lead alloy,17
Unknown origin,Unknown origin,Miscellaneous-Stained Glass,17
Unknown origin,Unknown origin,Posters|Prints,17
Unknown origin,Unknown origin,Reproductions-Ivories,17
Unknown origin,Unknown origin,Snuffboxes,17
Unknown origin,Unknown origin,Works on Paper-Prints,17
Unknown origin,Unknown origin,Aerophone-Free Reed,16
Unknown origin,Unknown origin,Books|Ephemera,16
Unknown origin,Unknown origin,Collages|Drawings,16
Unknown origin,Unknown origin,Firearms-Pistols-Miquelet,16
Unknown origin,Unknown origin,Idiophone-Concussion,16
Unknown origin,Unknown origin,Idiophone-Shaken,16
Unknown origin,Unknown origin,Ivory/Bone-Reliefs-Inscribed,16
Unknown origin,Unknown origin,Lapidary Work,16
Unknown origin,Unknown origin,Miscellaneous-Mosaic,16
Unknown origin,Unknown origin,Miscellany,16
Unknown origin,Unknown origin,Tools,16
Unknown origin,Unknown origin,Armor for Horse and Man,15
Unknown origin,Unknown origin,Armor for Man-3/4 Armor,15
Unknown origin,Unknown origin,Chordophone-Lyre-plucked,15
Unknown origin,Unknown origin,Glass-Gold glass,15
Unknown origin,Unknown origin,Miscellaneous|Ephemera,15
Unknown origin,Unknown origin,Prints-Fete|Ornament & Architecture|Prints,15
Unknown origin,Unknown origin,Prints|Ephemera|Postcards,15
Unknown origin,Unknown origin,Accessory-Jewelry,14
Unknown origin,Unknown origin,Aerophone-Lip Vibrated,14
Unknown origin,Unknown origin,Chordophone,14
Unknown origin,Unknown origin,Chordophone-Accessories-bow,14
Unknown origin,Unknown origin,Chordophone-Lute-plucked-unfretted,14
Unknown origin,Unknown origin,Miscellaneous-Leatherwork,14
Unknown origin,Unknown origin,Outerwear,14
Unknown origin,Unknown origin,Photographic Equipment,14
Unknown origin,Unknown origin,Prints|Cut Paper|Ephemera,14
Unknown origin,Unknown origin,Reproductions-Mosaics,14
Unknown origin,Unknown origin,Smoking Equipment,14
Unknown origin,Unknown origin,Textiles-Archives,14
Unknown origin,Unknown origin,Textiles-Trimmings-Passementerie,14
Unknown origin,Unknown origin,Tobacco Pouches,14
Unknown origin,Unknown origin,Wood-Furniture,14
Unknown origin,Unknown origin,Accessory-Foot and Leg wear,13
Unknown origin,Unknown origin,Aerophone-Blow Hole-end-blown flute (vertical),13
Unknown origin,Unknown origin,Costumes-Accessories,13
Unknown origin,Unknown origin,Enamels-Basse taille,13
Unknown origin,Unknown origin,Firearms Accessories-Bandoleers,13
Unknown origin,Unknown origin,Gold and Silver|Glass,13
Unknown origin,Unknown origin,Installations,13
Unknown origin,Unknown origin,Lapidary Work-Crystal,13
Unknown origin,Unknown origin,Main dress-Childrenswear,13
Unknown origin,Unknown origin,Metalwork-Vessels-Inscribed,13
Unknown origin,Unknown origin,Miscellaneous-Stucco,13
Unknown origin,Unknown origin,Outerwear-Womenswear,13
Unknown origin,Unknown origin,Printed matter,13
Unknown origin,Unknown origin,Sculpture-Reproductions,13
Unknown origin,Unknown origin,Accessory-Waist-Womenswear,12
Unknown origin,Unknown origin,Aerophone,12
Unknown origin,Unknown origin,Ceramics-Architectural-Inscribed,12
Unknown origin,Unknown origin,Ceramics-Ornaments,12
Unknown origin,Unknown origin,Cut Paper|Ephemera|Prints,12
Unknown origin,Unknown origin,Drawings|Ornament & Architecture|Textiles,12
Unknown origin,Unknown origin,Idiophone,12
Unknown origin,Unknown origin,Idiophone-Struck-bell-without clapper,12
Unknown origin,Unknown origin,Prints|Periodicals,12
Unknown origin,Unknown origin,Aerophone-Accessories,11
Unknown origin,Unknown origin,Books|Albums,11
Unknown origin,Unknown origin,Drawings|Albums,11
Unknown origin,Unknown origin,Ephemera|Ornament & Architecture,11
Unknown origin,Unknown origin,Idiophone-Struck-bar-wood,11
Unknown origin,Unknown origin,Lace,11
Unknown origin,Unknown origin,Miscellaneous-Clay,11
