region,country,decade,medium_group,n_objects
Europe,Germany,1520,Drawings,11
Europe,Germany,1520,Other,18
Europe,Germany,1520,Paintings,12
Europe,Germany,1520,Prints,315
Europe,Germany,1520,Sculpture,56
Europe,Germany,1530,Decorative arts,3
Europe,Germany,1530,Drawings,10
Europe,Germany,1530,Other,9
Europe,Germany,1530,Paintings,12
Europe,Germany,1530,Prints,149
Europe,Germany,1530,Sculpture,39
Europe,Germany,1540,Decorative arts,2
Europe,Germany,1540,Drawings,8
Europe,Germany,1540,Other,25
Europe,Germany,1540,Paintings,3
Europe,Germany,1540,Prints,366
Europe,Germany,1540,Sculpture,30
Europe,Germany,1540,Textiles,2
Europe,Germany,1550,Drawings,8
Europe,Germany,1550,Other,11
Europe,Germany,1550,Paintings,2
Europe,Germany,1550,Prints,178
Europe,Germany,1550,Sculpture,11
Europe,Germany,1560,Decorative arts,3
Europe,Germany,1560,Drawings,4
Europe,Germany,1560,Other,4
Europe,Germany,1560,Prints,29
Europe,Germany,1560,Sculpture,8
Europe,Germany,1560,Textiles,1
Europe,Germany,1570,Drawings,2
Europe,Germany,1570,Other,12
Europe,Germany,1570,Prints,35
Europe,Germany,1570,Sculpture,4
Europe,Germany,1570,Textiles,1
Europe,Germany,1580,Decorative arts,1
Europe,Germany,1580,Drawings,3
Europe,Germany,1580,Other,4
Europe,Germany,1580,Prints,28
Europe,Germany,1580,Sculpture,6
Europe,Germany,1590,Decorative arts,4
Europe,Germany,1590,Drawings,6
Europe,Germany,1590,Other,15
Europe,Germany,1590,Paintings,1
Europe,Germany,1590,Prints,226
Europe,Germany,1590,Sculpture,9
Europe,Germany,1600,Decorative arts,12
Europe,Germany,1600,Drawings,20
Europe,Germany,1600,Other,18
Europe,Germany,1600,Paintings,1
Europe,Germany,1600,Prints,11
Europe,Germany,1600,Sculpture,11
Europe,Germany,1610,Decorative arts,1
Europe,Germany,1610,Drawings,9
Europe,Germany,1610,Other,4
Europe,Germany,1610,Prints,41
Europe,Germany,1610,Sculpture,2
Europe,Germany,1620,Decorative arts,1
Europe,Germany,1620,Drawings,5
Europe,Germany,1620,Other,4
Europe,Germany,1620,Paintings,4
Europe,Germany,1620,Prints,78
Europe,Germany,1620,Sculpture,6
Europe,Germany,1620,Textiles,1
Europe,Germany,1630,Drawings,3
Europe,Germany,1630,Other,4
Europe,Germany,1630,Paintings,1
Europe,Germany,1630,Prints,51
Europe,Germany,1630,Sculpture,9
Europe,Germany,1640,Drawings,23
Europe,Germany,1640,Other,4
Europe,Germany,1640,Prints,3
Europe,Germany,1640,Sculpture,3
Europe,Germany,1650,Decorative arts,4
Europe,Germany,1650,Drawings,2
Europe,Germany,1650,Other,20
Europe,Germany,1650,Prints,24
Europe,Germany,1650,Sculpture,2
Europe,Germany,1660,Decorative arts,1
Europe,Germany,1660,Drawings,4
Europe,Germany,1660,Paintings,1
Europe,Germany,1660,Prints,17
Europe,Germany,1660,Sculpture,2
Europe,Germany,1670,Decorative arts,1
Europe,Germany,1670,Drawings,4
Europe,Germany,1670,Other,7
Europe,Germany,1670,Paintings,1
Europe,Germany,1670,Prints,4
Europe,Germany,1670,Sculpture,2
Europe,Germany,1670,Textiles,1
Europe,Germany,1680,Drawings,2
Europe,Germany,1680,Other,6
Europe,Germany,1680,Prints,47
Europe,Germany,1690,Decorative arts,95
Europe,Germany,1690,Drawings,20
Europe,Germany,1690,Other,9
Europe,Germany,1690,Prints,4
Europe,Germany,1690,Sculpture,5
Europe,Germany,1700,Decorative arts,9
Europe,Germany,1700,Drawings,9
Europe,Germany,1700,Other,17
Europe,Germany,1700,Paintings,1
Europe,Germany,1700,Prints,27
Europe,Germany,1700,Sculpture,2
Europe,Germany,1700,Textiles,1
Europe,Germany,1710,Decorative arts,8
Europe,Germany,1710,Drawings,8
Europe,Germany,1710,Other,7
Europe,Germany,1710,Paintings,1
Europe,Germany,1710,Prints,23
Europe,Germany,1710,Sculpture,2
Europe,Germany,1710,Textiles,2
Europe,Germany,1720,Decorative arts,16
Europe,Germany,1720,Drawings,37
Europe,Germany,1720,Other,22
Europe,Germany,1720,Prints,14
Europe,Germany,1720,Sculpture,3
Europe,Germany,1730,Decorative arts,22
Europe,Germany,1730,Drawings,26
Europe,Germany,1730,Other,9
Europe,Germany,1730,Prints,12
Europe,Germany,1730,Sculpture,12
Europe,Germany,1740,Decorative arts,10
Europe,Germany,1740,Drawings,24
Europe,Germany,1740,Other,11
Europe,Germany,1740,Prints,93
Europe,Germany,1740,Sculpture,12
Europe,Germany,1740,Textiles,1
Europe,Germany,1750,Decorative arts,25
Europe,Germany,1750,Drawings,22
Europe,Germany,1750,Other,11
Europe,Germany,1750,Prints,31
Europe,Germany,1750,Sculpture,10
Europe,Germany,1760,Decorative arts,15
Europe,Germany,1760,Drawings,7
Europe,Germany,1760,Other,11
Europe,Germany,1760,Paintings,1
Europe,Germany,1760,Prints,47
Europe,Germany,1760,Sculpture,13
Europe,Germany,1770,Decorative arts,1
Europe,Germany,1770,Drawings,16
Europe,Germany,1770,Other,18
Europe,Germany,1770,Paintings,1
Europe,Germany,1770,Prints,41
Europe,Germany,1770,Sculpture,2
Europe,Germany,1780,Decorative arts,9
Europe,Germany,1780,Drawings,29
Europe,Germany,1780,Other,11
Europe,Germany,1780,Prints,55
Europe,Germany,1780,Textiles,2
Europe,Germany,1790,Decorative arts,2
Europe,Germany,1790,Drawings,65
Europe,Germany,1790,Other,52
Europe,Germany,1790,Paintings,1
Europe,Germany,1790,Prints,155
Europe,Germany,1790,Sculpture,4
Europe,Germany,1800,Decorative arts,5
Europe,Germany,1800,Drawings,29
Europe,Germany,1800,Other,42
Europe,Germany,1800,Paintings,1
Europe,Germany,1800,Photographs,1
Europe,Germany,1800,Prints,131
Europe,Germany,1800,Sculpture,6
Europe,Germany,1800,Textiles,3
Europe,Germany,1810,Drawings,22
Europe,Germany,1810,Other,10
Europe,Germany,1810,Prints,109
Europe,Germany,1810,Sculpture,2
Europe,Germany,1820,Drawings,54
Europe,Germany,1820,Other,21
Europe,Germany,1820,Paintings,4
Europe,Germany,1820,Prints,82
Europe,Germany,1820,Sculpture,1
Europe,Germany,1830,Drawings,151
Europe,Germany,1830,Other,19
Europe,Germany,1830,Paintings,2
Europe,Germany,1830,Prints,31
Europe,Germany,1830,Sculpture,3
Europe,Germany,1830,Textiles,1
Europe,Germany,1840,Decorative arts,11
Europe,Germany,1840,Drawings,41
Europe,Germany,1840,Other,11
Europe,Germany,1840,Paintings,1
Europe,Germany,1840,Photographs,1
Europe,Germany,1840,Prints,64
Europe,Germany,1840,Sculpture,3
Europe,Germany,1840,Textiles,2
Europe,Germany,1850,Decorative arts,3
Europe,Germany,1850,Drawings,40
Europe,Germany,1850,Other,12
Europe,Germany,1850,Paintings,1
Europe,Germany,1850,Photographs,4
Europe,Germany,1850,Prints,56
Europe,Germany,1860,Drawings,17
Europe,Germany,1860,Other,11
Europe,Germany,1860,Photographs,1
Europe,Germany,1860,Prints,29
Europe,Germany,1860,Textiles,1
Europe,Germany,1870,Drawings,41
Europe,Germany,1870,Other,5
Europe,Germany,1870,Paintings,2
Europe,Germany,1870,Photographs,2
Europe,Germany,1870,Prints,71
Europe,Germany,1870,Textiles,2
Europe,Germany,1880,Decorative arts,7
Europe,Germany,1880,Drawings,672
Europe,Germany,1880,Other,25
Europe,Germany,1880,Paintings,1
Europe,Germany,1880,Photographs,1
Europe,Germany,1880,Prints,212
Europe,Germany,1880,Sculpture,2
Europe,Germany,1890,Decorative arts,3
Europe,Germany,1890,Drawings,149
Europe,Germany,1890,Other,22
Europe,Germany,1890,Paintings,4
Europe,Germany,1890,Photographs,4
Europe,Germany,1890,Prints,94
Europe,Germany,1890,Sculpture,3
Europe,Germany,1890,Textiles,1
Europe,Germany,1900,Decorative arts,12
Europe,Germany,1900,Drawings,117
Europe,Germany,1900,Other,55
Europe,Germany,1900,Paintings,10
Europe,Germany,1900,Photographs,9
Europe,Germany,1900,Prints,181
Europe,Germany,1900,Sculpture,3
Europe,Germany,1910,Decorative arts,3
Europe,Germany,1910,Drawings,148
Europe,Germany,1910,Other,37
Europe,Germany,1910,Paintings,11
Europe,Germany,1910,Photographs,4
Europe,Germany,1910,Prints,813
Europe,Germany,1910,Sculpture,14
Europe,Germany,1910,Textiles,1
Europe,Germany,1920,Decorative arts,6
Europe,Germany,1920,Drawings,128
Europe,Germany,1920,Other,39
Europe,Germany,1920,Paintings,5
Europe,Germany,1920,Photographs,57
Europe,Germany,1920,Prints,920
Europe,Germany,1920,Sculpture,5
Europe,Germany,1930,Decorative arts,13
Europe,Germany,1930,Drawings,47
Europe,Germany,1930,Other,11
Europe,Germany,1930,Paintings,5
Europe,Germany,1930,Photographs,79
Europe,Germany,1930,Prints,62
Europe,Germany,1930,Sculpture,8
Europe,Germany,1940,Drawings,49
Europe,Germany,1940,Other,4
Europe,Germany,1940,Paintings,8
Europe,Germany,1940,Photographs,6
Europe,Germany,1940,Prints,88
Europe,Germany,1940,Sculpture,1
Europe,Germany,1950,Decorative arts,27
Europe,Germany,1950,Drawings,3
Europe,Germany,1950,Other,5
Europe,Germany,1950,Paintings,1
Europe,Germany,1950,Photographs,9
Europe,Germany,1950,Prints,71
Europe,Germany,1950,Sculpture,1
Europe,Germany,1960,Drawings,6
Europe,Germany,1960,Other,1
Europe,Germany,1960,Paintings,2
Europe,Germany,1960,Photographs,11
Europe,Germany,1960,Prints,77
Europe,Germany,1960,Sculpture,2
Europe,Germany,1970,Decorative arts,3
Europe,Germany,1970,Drawings,9
Europe,Germany,1970,Other,3
Europe,Germany,1970,Paintings,1
Europe,Germany,1970,Photographs,37
Europe,Germany,1970,Prints,55
Europe,Germany,1970,Sculpture,4
Europe,Germany,1980,Decorative arts,11
Europe,Germany,1980,Drawings,7
Europe,Germany,1980,Other,6
Europe,Germany,1980,Paintings,4
Europe,Germany,1980,Photographs,66
Europe,Germany,1980,Prints,103
Europe,Germany,1980,Sculpture,2
Europe,Germany,1990,Decorative arts,3
Europe,Germany,1990,Drawings,2
Europe,Germany,1990,Other,2
Europe,Germany,1990,Paintings,4
Europe,Germany,1990,Photographs,63
Europe,Germany,1990,Prints,15
Europe,Germany,1990,Sculpture,1
Europe,Germany,2000,Drawings,4
Europe,Germany,2000,Other,1
Europe,Germany,2000,Photographs,24
Europe,Germany,2000,Prints,37
Europe,Germany,2000,Sculpture,1
Europe,Germany,2010,Other,1
Europe,Germany,2010,Photographs,6
Europe,Germany,2010,Prints,5
Europe,Germany,2010,Sculpture,2
Europe,Germany,2020,Other,1
Europe,Germany,2020,Photographs,1
Europe,Germany,2020,Prints,2
Europe,Italy,1400,Decorative arts,8
Europe,Italy,1400,Drawings,6
Europe,Italy,1400,Other,21
Europe,Italy,1400,Paintings,16
Europe,Italy,1400,Prints,22
Europe,Italy,1400,Sculpture,82
Europe,Italy,1400,Textiles,45
Europe,Italy,1410,Drawings,4
Europe,Italy,1410,Paintings,8
Europe,Italy,1410,Sculpture,4
Europe,Italy,1410,Textiles,2
Europe,Italy,1420,Decorative arts,5
Europe,Italy,1420,Paintings,11
Europe,Italy,1420,Prints,1
Europe,Italy,1420,Sculpture,29
Europe,Italy,1420,Textiles,3
Europe,Italy,1430,Decorative arts,4
Europe,Italy,1430,Drawings,4
Europe,Italy,1430,Other,1
Europe,Italy,1430,Paintings,21
Europe,Italy,1430,Sculpture,23
Europe,Italy,1440,Decorative arts,1
Europe,Italy,1440,Drawings,5
Europe,Italy,1440,Other,2
